mcc,familia,descripcion,referencia
5967,Otros,MERCADEO DIRECTO - COMERCIANTES QUE PRESTAN SERVICIOS POR TELEFONO Y QUE RECIBEN LLAMADAS DE LOS TARJETAHABIENTES,"Comerciantes que proporcionan un o mas los servicios del audiotext o del videotext a que los clientes tienen acceso via el telefono, el fax, o el excedente una red abierta tal como el Internet. Los iniciados del cliente entran en contacto con con el comerciante y todas las transacciones subsecuentes. Este MCC se aplica a los servicios informativos ofrecidos sobre el telefono o el Internet, asi como a los productos que se pueden vender con tales servicios. Los servicios informativos se proporcionan para un honorario y pueden incluir encuestas, montos totales, charla y la hospitalidad del adulto, cuentas de los deportes, cotizaciones del mercado de accion, lecturas del horoscope, u otros servicios audio del texto o del videotext que los consumidores escuchan, opinion, o participan adentro. Para los abastecedores el acceso del tablon de anuncios electronico o los servicios de en linea a los consumidores via los ordenadores personales, utilice MCC 4816. Envie Los Abastecedores De la Orden De Order/Telephone"
5969,Otros,MERCADEO DIRECTO - NO CLASIFICADO,"Comerciantes que venden productos y servicios con una variedad de metodos directos de la respuesta que incluyan una forma de orden o una direccion o un numero de telefono que el cliente pueda utilizar para poner una orden por correo, telefono, o fax. Estos comerciantes utilizan a menudo tecnicas massmarketing tales como folletos, respuesta directa ads de la radio y de la television, y TV ""infomercials"" (los anuncios extendidos de la longitud la TV con hablar-demuestra formato). Tales comerciantes ofrecen generalmente solamente un o dos productos por la promocion, tal como cuchilleria de la cocina, adminiculos de la casa, productos de la perrdida de peso, equipo de los deportes, cosmeticos, expedientes de la especialidad, o libros que esten disponibles solamente con la publicidad de la television. Para los boletos pedidos por el telefono pero pagados en la cabina del boleto, utilice MCC 7922. Excluyen a los minoristas cara a cara que aceptan de vez en cuando las pedidos del correo o del telefono para la conveniencia del cliente. Para las ventas al por menor conducidas a traves de un sitio de Internet, utilice la venta al por menor mas apropiada MCC con un TCC de T. Envie Los Abastecedores De la Orden De Order/Telephone"
5970,Ventas al detalle (Retail),"ARTICULOS PARA LOS ARTISTAS, (ARTICULOS DE ARTE)","Los minoristas que venden los materiales, el equipo, y las fuentes creaban arte, artes, u otros articulos. Los productos para la venta pueden incluir la arcilla, todos los tipos de pintura, los cepillos, las flores de seda, las plumas, los lapices, papel, los kits de la mania y del arte, los hilados, los granos, caramelo para candymaking, las estampillas decorativas del caucho, y alguna tela y otras fuentes del needlecraft. Para los comerciantes que se especializan en la venta de fuentes de la tela, de la costura y de la costura, uso MCC 5949. Almacenes Miscelaneos"
5971,Ventas al detalle (Retail),"GALERIAS DE ARTE,(DISTRIBUIDORES DE ARTE),","Minoristas que venden las ilustraciones tales como cuadros, fotografias, o esculturas. La venta se puede conducir directamente con el distribuidor del arte, el artista, o la galeria de arte. Almacenes Miscelaneos"
5972,Ventas al detalle (Retail),"COLECCION DE MONEDAS,(COLECCION DE ESTAMPILLAS),(TIENDAS DE NUMISMATICA),(FILATELIA)","Minoristas que venden sellos, monedas, y los accesorios relacionados con el fin de recoger de estampilla, moneda recogiendo, o inversion. Para la venta de los sellos con el servicio postal de ESTADOS UNIDOS, utilice MCC 9402. Para los servicios del correo y de empaquetado que tambien venden estampillas, uso MCC 7399. Almacenes Miscelaneos"
5973,Ventas al detalle (Retail),ARTICULOS RELIGIOSOS,"Minoristas que venden mercancias religiosas tales como figurines, las tarjetas, las fuentes piadosas, los cuadros, los libros educacionales o educativos y las cintas, y articulos decorativos. Para los comerciantes que venden sobre todo los libros religiosos, uso MCC 5942. Almacenes Miscelaneos"
5975,Ventas al detalle (Retail),"ARTICULOS PARA LA SORDERA - VENTAS, REPARACION Y ACCESORIOS","Los minoristas que venden protesis de oido y fuentes relacionadas, y pueden o pueden tambien no conducir el trabajo de la reparacion. Para los comerciantes que conducen sobre todo el trabajo de la reparacion, uso MCC 7699. Almacenes Miscelaneos"
5976,Ventas al detalle (Retail),"ARTICULO ORTOPEDICOS, PROTESIS - VENTA, REPARACION Y ACCESORIOS","Los minoristas que venden una variedad de dispositivos prosteticos y de mercancias ortopedicas, y pueden o pueden tambien no conducir el trabajo de la reparacion. Los productos para la venta pueden incluir ayudas del arco y otras aplicaciones del pie, aplicaciones de la fractura, la calceteria elastico, los partidarios abdominales, los apoyos elasticos y ortopedicos, los bastones, los miembros artificiales, las sillas de la rueda, y a walkers. Para los comerciantes que conducen sobre todo el trabajo de la reparacion sobre mercancias ortopedicas, uso MCC 7699. Almacenes Miscelaneos"
5977,Ventas al detalle (Retail),TIENDAS - COSMETICOS,"Los minoristas que venden los cosmeticos naturales o sinteticos, incluyendo de teatro, medicos, y diariamente-usan los cosmeticos. Almacenes Miscelaneos"
5978,Ventas al detalle (Retail),"MAQUINAS DE ESCRIBIR - VENTAS, REPARACION, ACCESORIOS","Minoristas que venden, se alquilan sobre todo, o las maquinas de escribir de la renta. Tales comerciantes pueden tambien vender una seleccion limitada de las fuentes y del equipo de oficina, y pueden o pueden no conducir el trabajo de la reparacion. Para los comerciantes que venden sobre todo fuentes de oficina, uso MCC 5943. Para los comerciantes que conducen sobre todo el trabajo de la reparacion, uso MCC 7699. Almacenes Miscelaneos"
5983,Ventas al detalle (Retail),"DISTRIBUIDOR DE - GAS LICUADO,(DISTRIBUIDOR DE - LEÑA),(DISTRIBUIDOR DE - DIESEL, PETROLEO),(DISTRIBUIDOR DE - CARBON),","Los minoristas que venden el fuel-oil, madera, carbon, licueficieron el petroleo, el combustible de la aviacion, el aceite de calefaccion, o el propano del gas. Tales comerciantes pueden o pueden tambien no vender la gasolina para el uso del consumidor en automoviles. Para los comerciantes que venden sobre todo la gasolina automotora, uso MCC 5541 o MCC 5542 como apropiados. Almacenes Miscelaneos"
5992,Ventas al detalle (Retail),FLORERIAS,"Minoristas que venden las flores del corte, los arreglos de la flor, y las plantas potted. Tales comerciantes pueden o pueden tambien no vender articulos de la novedad tales como globos del helio. Para los comerciantes que venden sobre todo las semillas, los bulbos y la accion del cuarto de ninos, uso MCC 5261. Almacenes Miscelaneos"
5993,Ventas al detalle (Retail),TABAQUERIAS,"Minoristas que venden el tabaco, cigarrillos, los cigarros, las pipas, y las fuentes de los fumadores. Almacenes Miscelaneos"
5994,Ventas al detalle (Retail),PUESTOS DE PERIODICOS Y REVISTAS,"Minoristas que venden los periodicos, los compartimientos, los diarios, y otros periodicos. Para las suscripciones del periodico, utilice MCC 5968. Almacenes Miscelaneos"
5995,Ventas al detalle (Retail),TIENDAS DE MASCOTAS - ALIMENTO Y ACCESORIOS,"Minoristas que venden animales domesticos (por ejemplo, los perros, los gatos, los pajaros, los pescados, los reptiles, los hamsteres, y los conejos), el alimento de animal domestico, y fuentes del animal domestico. Almacenes Miscelaneos"
5996,Ventas al detalle (Retail),"VENTA, SERVICIO, ACCESORIOS - ALBERCAS","Minoristas que venden las piscinas caseras (en-tierra o piscinas sobre tierra prefabricadas), los balnearios, las tinas calientes, los banos del torbellino, y las fuentes de la piscina. Tales comerciantes pueden o pueden tambien no proporcionar servicios de la instalacion y de mantenimiento. Para los comerciantes que proporcionan sobre todo servicios de la instalacion, uso MCC 1799. Estos comerciantes pueden o pueden tambien no proporcionar servicios de reparacion. Para los comerciantes que proporcionan sobre todo servicios de reparacion, uso MCC 7699. Almacenes Miscelaneos"
5997,Ventas al detalle (Retail),"VENTAS, REPARACION - RAZURADORAS","Minoristas que venden las maquinillas de afeitar electricas que pueden o pueden tambien no proporcionar servicios de reparacion. Para los comerciantes que proporcionan sobre todo servicios de reparacion, uso MCC 7699. Almacenes Miscelaneos"
5998,Ventas al detalle (Retail),"VENTA DE TOLDOS, (VENTA DE TIENDAS DE CAMPAÑA),","Minoristas que venden las tiendas y los toldos para el uso del hogar o del negocio. Los productos para la venta pueden incluir las tiendas el acampar, sombrear las tiendas, y predesigned o por encargo los toldos de la ventana o de la puerta para los hogares o los negocios. Tales comerciantes pueden o pueden tambien no proporcionar servicios de reparacion. Para los comerciantes que proporcionan sobre todo servicios de reparacion, uso MCC 7699. Almacenes Miscelaneos"
5999,Ventas al detalle (Retail),"DISTRIBUIDORES DE HIELO,(FUEGOS ARTIFICIALES),(TIENDAS DETALLISTAS - NO CLASIFICADAS),(LAPIDAS Y MONUMENTOS - VENTA E INSTALACION),(TROFEOS - VENTAS),","Minoristas que venden unico o productos especializados que no son descritos por ningun otro codigo de la categoria del negocio code/merchant del aceptador de la tarjeta. Este MCC debe ser utilizado solamente cuando se han agotado el resto de las opciones de la asignacion del MCC. Los ejemplos de tales almacenes de especialidad incluyen almacenes del mapa y del atlas, los armas de fuego y los almacenes de la municion, almacenes de la magia, almacenes de la fuente del partido, la flor de seda hacen compras, los fuegos artificiales hacen compras, los distribuidores del hielo, marco hacen compras, las gafas de sol hacen compras, los almacenes de la fuente de la belleza, y los distribuidores en botella y destilados del agua. Almacenes Miscelaneos"
6010,Otros,"BANCOS - DISPOSICIONES DE EFECTIVO EN VENTANILLA,(Instituciones FINANCIERAS - DISPOSICIONES DE EFECTIVO EN VENTANILLA),(AUTOFINANCIAMIENTOS - DISPOSI","Utilizado identificar solamente las transacciones cara a cara en las cuales un titular de tarjeta utiliza una tarjeta de la Mastercard en una localizacion de la institucion financiera del miembro para obtener un desembolso de efectivo, para abrir una cuenta de depositos a plazo, o para comprar cheques de los viajeros, moneda extranjera, ordenes de dinero, los metales preciosos, o los enlaces de ahorros. Para las transacciones del desembolso de efectivo que ocurren en las maquinas de caja automatizadas (ATMs), utilice MCC 6011. Para las ventas de la moneda extranjera, las ordenes de dinero, los cheques de los viajeros, y otros productos del cuasi-efectivo en las localizaciones con excepcion de las instituciones financieras del miembro, utilizan MCC 6051. Abastecedores De Servicio"
6011,Otros,"BANCOS - DISPOSICIONES AUTOMATICAS DE EFECTIVO, (AUTOFINANCIAMIENTOS - DISPOSICIONES AUTOMATICAS DE EFECTIVO), (UNIONES DE CREDITO - DISPOSICIONES A","Identifica las transacciones del desembolso de efectivo que ocurren en las maquinas de caja automatizadas (ATMs) poseidas, arrendadas, controladas, o patrocinadas por las instituciones financieras del miembro. Para las transacciones cara a cara del desembolso de efectivo que ocurren en las instituciones financieras del miembro, utilice MCC 6010. Abastecedores De Servicio"
6012,Otros,"AUTOFINANCIAMIENTOS - SERVICIOS FINANCIEROS,(BANCOS - SERVICIOS FINANCIEROS),(UNIONES DE CREDITO - SERVICIOS FINANCIEROS),(Instituciones FINANCIERAS -","Identifica la compra de la mercancia o de los servicios de las instituciones financieras del miembro. Tal mercancia y servicios pueden incluir cheques y otros productos financieros, mercancia promocional, los honorarios de prestamo, y los honorarios de servicio financieros del asesoramiento. Para los honorarios de servicio de la transaccion de la seguridad o del corretaje u otros costes relacionados, utilice MCC 6211. Para los desembolsos de efectivo, uso MCC 6010 para las transacciones cara a cara y MCC 6011 para las transacciones que ocurren en ATMs. Abastecedores De Servicio"
6051,Otros,"ORDENES DE PAGO, Instituciones NO FINANCIERAS (NO CABLEGRAFICAS),(Instituciones NO FINANCIERAS, CASAS DE CAMBIO, ORDENES DE PAGO(NO CABLEGRAFICAS), CH","Identifica la compra, con una tarjeta de la Mastercard, de los cheques de los viajeros, moneda extranjera, o las ordenes de dinero, o el uso de una tarjeta de la Mastercard de abrir una cuenta de depositos a plazo, en una localizacion con excepcion de una institucion financiera del miembro. Este MCC tambien identifica las transacciones en las cuales un comerciante acepta una tarjeta de la Mastercard para el pago de una deuda existente, tal como una tarjeta de la etiqueta privada o prestamo del vehiculo. Cualquier honorario cargado e incluido en la cantidad total de la transaccion se debe divulgar claramente al titular de tarjeta antes de terminar la transaccion, de acuerdo con la seccion 9,12,2,1 de la Mastercard Bylaws y de reglas. Para la compra cara a cara de la moneda extranjera, las ordenes de dinero, o los cheques de los viajeros en una institucion financiera del miembro, utilizan MCC 6010. Abastecedores De Servicio"
6211,Otros,AGENTES - TRANSACCIONES DE BOLSA,"Los honorarios cargaron por los comerciantes que compran, venden, y las seguridades del corredor, accion, los enlaces, las materias, y los fondos mutuos. Abastecedores De Servicio"
6300,Aseguradoras,"ASEGURADORAS - VENTAS DE SEGUROS, POLIZAS","Minoristas que venden todos los tipos de polizas de seguro personal o de negocio, incluyendo el automovil, la vida, la salud, el hospital, medico y dental, duenos de una casa y renters, titulo de propiedades inmobiliarias, salud del animal domestico, inundacion, fuego, o polizas de seguro de terremoto. Para los comerciantes que venden productos y servicios del seguro usando metodos de la comercializacion directa, uso MCC 5960. Abastecedores De Servicio"
7011,Hoteles,"SERVICIOS NO CLASIFICADOS - HOTELES, MOTELES, CENTROS TURISTICOS","Solamente esos establecimientos que se alojan para los cuales un MCC unico no se ha senalado, incluyendo cama y desayuno y otros mesones, recursos, cabinas, cabanas, y paradores locales. Hoteles y moteles"
7012,Hoteles,TIEMPO COMPARTIDO,"Los minoristas que venden, la renta, y el alquiler comparten el tiempo las propiedades inmobiliarias y arreglan comparten el tiempo los intercambios del condominio. Abastecedores De Servicio"
7032,Entretenimiento,"CAMPAMENTOS - NIÑOS,(CAMPAMENTO - JOVENES),(CAMPAMENTOS - NIÑOS, NIÑAS)","Comerciantes que funcionan los campos de los ninos, los campos recreacionales, y los campos que se divierten. Los ejemplos de tales campos incluyen los campos de verano para los muchachos y las muchachas, los campos del nudist, los ranchos del tipo, los campos de la pesca y de la caza, y educativo o se divierten campos de la instruccion. Para los campines usados para la tienda o el acoplado que acampa, utilice MCC 7033. Abastecedores De Servicio"
7033,Otros,"TRAILER PARKS,(CAMPAMENTOS)","Comerciantes que proporcionan los sitios para acampar de noche o a corto plazo para los vehiculos recreacionales, los acoplados, los campistas, o las tiendas. Tales sitios para acampar se pueden situar dentro de parques de estado, o poseer privado y funcionar, y pueden o pueden no incluir el agua y las transmisiones en circuito electricas para los vehiculos recreacionales. Abastecedores De Servicio"
7210,Otros,"SERVICIOS - LAVANDERIA,(SERVICIO - LIMPIEZA Y LAVANDERIA)","Comerciantes que funcionan vapor u otros tipos de lavaderos para los negocios comerciales o los individuos. En una base semanal o mensual, estos comerciantes proporcionan articulos lavados planchados tales como uniformes, vestidos, delantales, linos de tabla, linos de cama, y toallas. Este MCC tambien incluye los servicios del panal que ofrecen la recogida, la limpieza, y la entrega caseras. Abastecedores De Servicio Personales"
7211,Otros,"SERVICIO - PAÑALES, (LAVANDERIAS AUTOMATICAS)","Los comerciantes que proporcionan arandelas y los secadores del autoservicio para el uso general del consumidor, incluyendo pagan -bythe servicio de lavadero de la libra. Tales servicios de lavadero del autoservicio se conocen tipicamente como laundromats pero tambien se encuentran en dormitorios, edificios de apartamento, u otras localizaciones similares. Abastecedores De Servicio Personales"
7216,Ventas al detalle (Retail),TINTORERIAS,"Los comerciantes que proporcionan los servicios de la limpieza en seco para los individuos o los negocios, y pueden ofrecer servicios limitados de la alteracion. Los articulos limpiaron por los tintoreros incluyen tipicamente la ropa, draperies, los vestidos de la boda, y lecho. Abastecedores De Servicio Personales"
7217,Ventas al detalle (Retail),"LIMPIEZA - TAPETES, (LIMPIEZA - ALFOMBRAS)","Los comerciantes que limpian alfombras comerciales o residenciales, cubren, y tapiceria. Para los comerciantes que proporcionan servicios reupholstering, uso MCC 7641. Abastecedores De Servicio Personales"
7221,Ventas al detalle (Retail),ESTUDIOS FOTOGRAFICOS,"Los comerciantes que todavia se realizan o la fotografia video del retrato para el publico en general, incluyendo los que los ninos de la fotografia en la localizacion en las escuelas o se especializan en fotografia y videos de la boda. Para los comerciantes que proporcionan la pelicula que se convierte y los servicios de impresion, uso MCC 7395. Abastecedores De Servicio Personales"
7230,Salones de belleza,"SALONES DE BELLEZA, PELUQUERIAS, ESTETICAS, UÑAS, MAQUILLAJE. NO SPA.","Los comerciantes que proporcionan cuidado personal del pelo mantienen por ejemplo el corte del pelo, labrar del pelo, el colorante del pelo, y extensiones del pelo. Las tiendas del peluquero y de la belleza pueden tambien realizar manicures y pedicures y vender una seleccion limitada de los productos del cuidado del pelo. Abastecedores De Servicio Personales"
7251,Ventas al detalle (Retail),"LIMPIEZA DE SOMBREROS, (REPARACION DE CALZADO Y BOLEROS),","Minoristas que reparan calzado y proporcionan la limpieza del zapato y servicios brillantes, asi como los minoristas que proporcionan la limpieza del sombrero y los servicios del bloqueo. Abastecedores De Servicio Personales"
7261,Otros,"SERVICIOS - FUNERARIOS, (CREMATORIOS),","Comerciantes que proporcionan servicios de la preparacion y de la cremacion del entierro y conducen entierros. Tales comerciantes incluyen mortuorios, crematories, funerarias, y salas funebres. Para los servicios animales de la cremacion y del entierro, utilice MCC 7299. Abastecedores De Servicio Personales"
7273,Otros,"EDECANES, (DAMAS DE COMPAÑIA),","Comerciantes que proporcionan fechar y escoltan servicios, incluyendo los servicios personales del computadora y video de la introduccion y el matchmaking. Abastecedores De Servicio Personales"
7276,Otros,CONTADORES - PREPARACION DE DECLARACION DE IMPUESTOS,"Los comerciantes que proporcionan exclusivamente preparacion de la vuelta de impuesto sobre la renta mantienen sin la revision, la contabilidad, o servicios de la contabilidad. Para los comerciantes que proporcionan la revision, la contabilidad, o los servicios de la contabilidad ademas de servicios de la preparacion de la declaracion de impuestos, utiliza MCC 8931. Abastecedores De Servicio Personales"
7277,Otros,"ASESOR - FINANCIERO, (CONSEJEROS Y ASESORES PERSONALES- PRESTAMOS, MATRIMONIAL, PERSONAL), (ASESORES - FINANCIEROS), (CONSEJERO - MATRIMONIAL)","Los comerciantes que proporcionan una variedad de asesoramiento mantiene por ejemplo deuda y el asesoramiento financiero, la union aconsejando, el abuso del asesoramiento de la familia, del alcohol y de la droga aconsejando, y el otro asesoramiento personal. Para los comerciantes que proporcionan servicios juridicos, uso MCC 8111. Abastecedores De Servicio Personales"
7278,Otros,ASESORIAS - COMPRA/VENTA BIENES INMUEBLES,"Comerciantes que proporcionan servicios el comprar y el hacer compras a los individuos o a los negocios en una base del honorario. Este tipo de comerciante no vende directamente mercancias al consumidor, sino elige algo una seleccion de los articulos que el consumidor puede estar interesado en comprar, actuando tipicamente a nombre del vendedor de las mercancias. Abastecedores De Servicio Personales"
7296,Ventas al detalle (Retail),"RENTA - UNIFORMES, (RENTA - DISFRACES),(RENTA - SMOKINGS),(RENTA - ROPA, DISFRACES, UNIFORMES),(RENTA DE ROPA - FORMAL)","Minoristas a que el alquiler viste, uniformes, desgaste formal, tuxedos, y otros tipos de ropa y de accesorios relacionados. Para las distribuidores al por mayor que los uniformes de la venta o del alquiler a otros negocios, utilizan MCC 5137. Abastecedores De Servicio Personales"
7297,Otros,SALONES - MASAJES,"Los minoristas que se especializan en el abastecimiento de masaje mantienen. Tales comerciantes pueden tambien proporcionar otros servicios personales, y pueden alquilar saunas o las tinas calientes para el uso del cliente. Abastecedores De Servicio Personales"
7298,Otros,"CLINICAS - BELLEZA, (CLINICA - SALUD),(CLINICA - SALUD Y BELLEZA)","Comerciantes, conocidos tipicamente como balnearios del dia que proporcionan una variedad de servicios personales o terapeuticos sin una estancia de noche. Tales servicios pueden incluir facials, masajes, banos del fango, los abrigos herbarios, los tratamientos el broncear, los torbellinos, los banos de vapor, los programas personales del ejercicio, el asesoramiento dietetico, y el pelo y el maquillaje que aconseja y que labra, asi como clases educacionales tales como aerobicos, entrenamiento del peso, control del peso, cocinando, y se divierten clases. Para el balneario los servicios ofrecieron como parte de un plan del paquete que incluye alojarse en el establecimiento del comerciante, utilizan MCC 7011. Abastecedores De Servicio Personales"
7299,Otros,"RENTA - DEPARTAMENTOS, EDIFICIO DE DEPARTAMENTOS, (OTROS SERVICIOS PERSONALES - NO CLASIFICADOS),(ADMINISTRADORES - BIENES RAICES, CORREDORES DE BOLSA","Los comerciantes que proporcionan los servicios personales que no bajan debajo de ningun otro MCC. Examples de tales servicios incluyen subir animal, casas del bano, servicios que se sientan de la casa, servicios de la criada, la preparacion animal y perreras, agentes del entrenamiento animal o de propiedades de crianza, inmobiliarias, corredores, y encargados, servicios de la perforacion del cuerpo y del tratamiento tattooing, de aguas, taxidermists, y capillas de la boda. Para los agentes de propiedades inmobiliarias, los corredores y los encargados, y los servicios de alquiler del apartamento, utilizan MCC 6513. Abastecedores De Servicio Personales"
7311,Otros,SERVICIOS - PUBLICITARIOS,"Comerciantes que preparan la publicidad (copywriting, las ilustraciones, los graficos, y el otro trabajo creativo) y ponen la publicidad en periodicos, periodicos, radio, la television, u otros medios de publicidad para los clientes sobre una base del contrato o del honorario. Otros tipos de publicidad tales como publicidad aerea, distribucion de la cupon, distribucion de muestras, y skywriting tambien se incluyen. Servicios De Negocio"
7321,Otros,"BUROS DE CREDITO, (BURO DE CREDITO AL CONSUMIDOR),","Comerciantes que proporcionan la credito-divulgacion de servicios tales como investigacion de credito, camaras de compensacion del credito, y otros servicios relacionados. Este MCC no incluye las agencias de coleccion. Servicios De Negocio"
7333,Otros,"FOTOGRAFIA, ARTE Y ANUNCIOS - COMERCIALES,(ARTES Y ANUNCIOS COMERCIALES),(ANUNCIOS FOTOGRAFICOS COMERCIALES, ARTE Y GRAFICA),(ANUNCIOS - COMERCIALES)","Comerciantes que proporcionan arte comercial o los servicios de diseno del grafico para las agencias de publicidad, los editores, y otros negocios. Tales servicios pueden incluir diseno de la pantalla de seda, la produccion de la pelicula del alambique y de la diapositiva, el diseno de la carta y del grafico, y el arte comercial y la ilustracion. Para los comerciantes que todavia proporcionan, el video, y la fotografia para el publico en general, uso MCC 7221 del retrato. Servicios De Negocio"
7338,Otros,"SERVICIO DE FOTOCOPIADO, REPRODUCCIONES Y ANTEPROYECTOS","Comerciantes que reproducen el texto, dibujos, planes, mapas, y los materiales similares blueprinting, fotocopiando, o usando otros metodos de la reproduccion. Tales comerciantes pueden tambien proporcionar servicios de compaginacion y que atan. Servicios De Negocio"
7339,Otros,SERVICIOS SECRETARIALES Y ESTENOGRAFICOS,"Comerciantes que proporcionan taquigrafico, de secretaria, y otros servicios administrativos tales como procesamiento de textos, mecanografiando, corrigiendo, escritura de la letra, el corregir, escritura del curriculum vitae, y corte que divulga servicios. Para las agencias de colocacion que intentan sobre todo llenar posiciones de la ayuda de secretaria, uso MCC 7361. Servicios De Negocio"
7342,Otros,"SERVICIOS - FUMIGACION, (SERVICIOS - EXTERMINIO DE PLAGAS),","Comerciantes que proporcionan el control de parasito, exterminacion, desinfectando, y servicios de la fumigacion, incluyendo la eliminacion de termitas, insectos, y roedores. Servicios De Negocio"
7349,Otros,"SERVICIOS DE CONSERJERIA, LIMPIEZA Y MANTENIMIENTO","Los comerciantes que proporcionan la limpieza del edificio, mantenimiento, y los servicios porteriles, tales como limpieza de la ventana, suelan encerar, servicios del guardian de la escuela, la limpieza de la oficina, y la economia domestica sobre una base del contrato o del honorario. Servicios De Negocio"
7361,Otros,"AGENCIAS DE EMPLEOS, (SERVICIOS - EVENTOS ESPECIALES),",Comerciantes que proporcionan los servicios del empleo para los patrones o esos empleo el buscar de posiciones permanentes o temporales. Servicios De Negocio
7372,Otros,"SERVICIO DE PROCESAMIENTO DE DATOS, (PROGRAMACION, DISEÑO INTEGRAL DE SISTEMAS, SERVICIOS DE PROCESAMIENTO DE DATOS),","Los comerciantes que proporcionan servicios de programacion de la computadora, sistemas disenan, y los servicios de proceso de datos sobre una base del contrato o del honorario. Tales servicios pueden incluir modificaciones del diseno de software y del analisis, del software o de los sistemas, la entrada de datos o de proceso de datos, y entrenamiento en el uso del software de encargo. Servicios De Negocio"
7375,Otros,SERVICIOS DE CONSULTA/ENCUESTAS DE INFORMACION,Abastecedores al por mayor de en linea y recuperacion de datos de la base de datos y servicios de busqueda sobre una base del contrato o del honorario. Distribuidores y fabricantes al por mayor
7379,Otros,"MANTENIMIENTO, REPARACION DE COMPUTADORAS - SERVICIOS NO CLASIFICADOS","Comerciantes que proporcionan servicios computer-related. Tales servicios pueden incluir consultar sobre una base del contrato o del honorario, el desarrollo de la base de datos, el mantenimiento y la reparacion de la computadora, servicios de la conversion de la cinta y del diskette, y analisis de requisitos de la computadora. Para las distribuidores al por mayor del hardware, el software, y el equipo relacionado, utilizan MCC 5045. Distribuidores y fabricantes al por mayor"
7392,Otros,"SERVICIOS - RELACIONES PUBLICAS, (SERVICIOS - CONSULTORIA Y ADMINISTRACION),(SERVICIOS – CONSULTORIAS),","Comerciantes que proporcionan consejos y ayuda a la gerencia de organizaciones privadas, no lucrativas, y publicas en una base del contrato o del honorario. Los servicios proporcionados pueden incluir el planeamiento financiero del planeamiento estrategico y de organizacion y el presupuesto, el desarrollo de los objetivos de la comercializacion, los sistemas de informacion que planean, el desarrollo de las politicas del recurso humano, los procedimientos que planean, y los servicios de las relaciones publicas. Servicios De Negocio"
7393,Otros,"GUARDIAS DE SEGURIDAD, (AGENCIAS – DETECTIVES PRIVADOS Y GUARDIAS DE SEGURIDAD),(PERROS GUARDIANES),(VEHICULOS BLINDADOS)","Los servicios incluyendo los vehiculos blindados, protector persiguen a comerciantes que proporcionan los dispositivos y los servicios de seguridad. Los ejemplos de tales dispositivos y servicios incluyen los vehiculos blindados, los sistemas de la seguridad (instalacion, supervision, y mantenimiento), los investigadores, los perros del protector, y la deteccion privados de la mentira. Servicios De Negocio"
7394,Ventas al detalle (Retail),"RENTA - MUEBLES, (RENTA - DE HERRAMIENTAS, EQUIPO Y MUEBLES),(RENTAS DE EQUIPO),(RENTA Y ARRENDAMIENTO DE EQUIPOS)","Comerciantes que equipo del alquiler y de la renta, herramientas, muebles, aplicaciones, y mobiliario de oficinas (excepto maquinas de escribir). Para los alquileres de la maquina de escribir, utilice MCC 5978. Servicios De Negocio"
7395,Otros,LABORATORIOS FOTOGRAFICOS- REVELADO Y RETOQUE,"Los comerciantes que desarrollan la pelicula y hacen impresiones y ampliaciones fotograficas, y pueden tambien proporcionar servicios especializados, tales como agrandamiento y retocar de encargo de la foto. Los servicios populares del desarrollo de la foto del onehour se incluyen aqui. Estos comerciantes tambien pueden vender una seleccion limitada de fuentes tales como pelicula, tripodes, albumes de foto, libros del desecho, filtros de la camara fotografica, y marcos. Si el comerciante vende sobre todo el equipo y fuentes fotograficos, utilice MCC 5946. Servicios De Negocio"
7399,Otros,OTROS SERVICIOS EMPRESARIALES - NO CLASIFICADOS,"Comerciantes que proporcionan los servicios del negocio y del comercio que tipicamente no se consideran las profesiones. Este MCC debe ser utilizado solamente si otro MCC mas especifico no describe el negocio del comerciante. Los ejemplos de tales servicios de negocio incluyen las companias que publican, las companias de gerencia de la conferencia, los planificadores de reunion, las companias del seminario, los cerrajeros, los servicios del correo y del embalaje, los servicios del mensaje y de la paginacion, y los servicios de la gestion de desechos. Servicios De Negocio"
7511,Otros,TRANSACCIONES - EN TRANSITO CARRETERO,"Cualquier transaccion, con excepcion de una transaccion de la atmosfera, que ocurre en el escritorio del combustible de una parada del carro, pesa la estacion, la escala publica, o el puerto de la entrada. Cualquier honorario cargado e incluido en la cantidad total de la transaccion se debe divulgar claramente al titular de tarjeta antes de terminar la transaccion, de acuerdo con la seccion 9,12,2,1 de la Mastercard Bylaws y reglas. Las transacciones de la parada del carro deben ser cara a cara conducido. Servicios De Negocio"
7512,Renta de Autos,ARRENDADORAS DE AUTOS - NO CLASIFICADAS,Solamente esas agencias del alquiler de coches para las cuales un MCC unico no se ha senalado. Alquileres De Automobile/Vehicle
7513,Otros,"RENTA - CAMIONES, (RENTA – ACCESORIOS PARA REMOLQUES),(RENTA - CAMIONES Y REMOLQUES),(RENTA - REMOLQUES)","Comerciantes que proporcionan el alquiler o alquiler con opcion a compra de largo plazo de carros, de las furgonetas a corto plazo, o de los acoplados para uso general. Tales vehiculos se utilizan para moverse o acarrear, y se alquilan sobre una base del hagalo usted mismo. Alquileres De Automobile/Vehicle"
